Number,Roman_Numeral,Yoruba
625,DCXXV,Ẹgbẹta ati edogbon
626,DCXXVI,Ẹgbẹta ati erindinlogbon
627,DCXXVII,Ẹgbẹta ati etadinlogbon
628,DCXXVIII,Ẹgbẹta ati ejidinlogbon
629,DCXXIX,Ẹgbẹta ati okandinlogbon
630,DCXXX,Ẹgbẹta ati ogbon
631,DCXXXI,Ẹgbẹta ati okanlelogbon
632,DCXXXII,Ẹgbẹta ati ejilelogbon
633,DCXXXIII,Ẹgbẹta ati etalelogbon
634,DCXXXIV,Ẹgbẹta ati erinlelogbon
635,DCXXXV,Ẹgbẹta ati arundinlogoji
636,DCXXXVI,Ẹgbẹta ati erindinlogoji
637,DCXXXVII,Ẹgbẹta ati etadinlogoji
638,DCXXXVIII,Ẹgbẹta ati ejidinlogoji
639,DCXXXIX,Ẹgbẹta ati okandinlogoji
640,DCXL,Ẹgbẹta ati ogoji
641,DCXLI,Ẹgbẹta ati okanlelogoji
642,DCXLII,Ẹgbẹta ati ejilelogoji
643,DCXLIII,Ẹgbẹta ati etalelogoji
644,DCXLIV,Ẹgbẹta ati erinlelogoji
645,DCXLV,Ẹgbẹta ati arundinladota
646,DCXLVI,Ẹgbẹta ati erindinladota
647,DCXLVII,Ẹgbẹta ati etadinladota
648,DCXLVIII,Ẹgbẹta ati ejidinladota
649,DCXLIX,Ẹgbẹta ati okandinladota
650,DCL,Ẹgbẹta ati adota
651,DCLI,Ẹgbẹta ati okanleladota
652,DCLII,Ẹgbẹta ati ejileladota
653,DCLIII,Ẹgbẹta ati etaleladota
654,DCLIV,Ẹgbẹta ati erinleladota
655,DCLV,Ẹgbẹta ati arundinlogota
656,DCLVI,Ẹgbẹta ati erindinlogota
657,DCLVII,Ẹgbẹta ati etadinlogota
658,DCLVIII,Ẹgbẹta ati ejidinlogota
659,DCLIX,Ẹgbẹta ati okandinlogota
660,DCLX,Ẹgbẹta ati ogota
661,DCLXI,Ẹgbẹta ati okanlelogota
662,DCLXII,Ẹgbẹta ati ejilelogota
663,DCLXIII,Ẹgbẹta ati etalelogota
664,DCLXIV,Ẹgbẹta ati erinlelogota
665,DCLXV,Ẹgbẹta ati arundiladorin
666,DCLXVI,Ẹgbẹta ati erindiladorin
667,DCLXVII,Ẹgbẹta ati etadiladorin
668,DCLXVIII,Ẹgbẹta ati ejidiladorin
669,DCLXIX,Ẹgbẹta ati okandiladorin
670,DCLXX,Ẹgbẹta ati adorin
671,DCLXXI,Ẹgbẹta ati okanlelad orin
672,DCLXXII,Ẹgbẹta ati ejilelad orin
673,DCLXXIII,Ẹgbẹta ati etaleladorin
674,DCLXXIV,Ẹgbẹta ati erinlelad orin
675,DCLXXV,Ẹgbẹta ati arundilogorin
676,DCLXXVI,Ẹgbẹta ati erindilogorin
677,DCLXXVII,Ẹgbẹta ati etadilogorin
678,DCLXXVIII,Ẹgbẹta ati ejidilogorin
679,DCLXXIX,Ẹgbẹta ati okandilogorin
680,DCLXXX,Ẹgbẹta ati ogorin
681,DCLXXXI,Ẹgbẹta ati okanlelogorin
682,DCLXXXII,Ẹgbẹta ati ejilelogorin
683,DCLXXXIII,Ẹgbẹta ati etalelogorin
684,DCLXXXIV,Ẹgbẹta ati erinlelogorin
685,DCLXXXV,Ẹgbẹta ati arundiladorun
686,DCLXXXVI,Ẹgbẹta ati erindiladorun
687,DCLXXXVII,Ẹgbẹta ati etadiladorun
688,DCLXXXVIII,Ẹgbẹta ati ejidiladorun
689,DCLXXXIX,Ẹgbẹta ati okandiladorun
690,DCXC,Ẹgbẹta ati adorun
691,DCXCI,Ẹgbẹta ati okanlelad orun
692,DCXCII,Ẹgbẹta ati ejilelad orun
693,DCXCIII,Ẹgbẹta ati etaleladorun
694,DCXCIV,Ẹgbẹta ati erinlelad orun
695,DCXCV,Ẹgbẹta ati arundilogorun
696,DCXCVI,Ẹgbẹta ati erindilogorun
697,DCXCVII,Ẹgbẹta ati etadilogorun
698,DCXCVIII,Ẹgbẹta ati ejidilogorun
699,DCXCIX,Ẹgbẹta ati okandilogorun
700,DCC,Ẹdẹgbẹrin
701,DCCI,Ẹdẹgbẹrin ati okan
702,DCCII,Ẹdẹgbẹrin ati meji
703,DCCIII,Ẹdẹgbẹrin ati meta
704,DCCIV,Ẹdẹgbẹrin ati merin
705,DCCV,Ẹdẹgbẹrin ati aarun
706,DCCVI,Ẹdẹgbẹrin ati mefa
707,DCCVII,Ẹdẹgbẹrin ati meje
708,DCCVIII,Ẹdẹgbẹrin ati mejo
709,DCCIX,Ẹdẹgbẹrin ati mesan
710,DCCX,Ẹdẹgbẹrin ati eewa
711,DCCXI,Ẹdẹgbẹrin ati okanla
712,DCCXII,Ẹdẹgbẹrin ati ejila
713,DCCXIII,Ẹdẹgbẹrin ati etala
714,DCCXIV,Ẹdẹgbẹrin ati erinla
715,DCCXV,Ẹdẹgbẹrin ati edogun
716,DCCXVI,Ẹdẹgbẹrin ati erindinlogun
717,DCCXVII,Ẹdẹgbẹrin ati etadinlogun
718,DCCXVIII,Ẹdẹgbẹrin ati ejindinlogun
719,DCCXIX,Ẹdẹgbẹrin ati okandinlogun
720,DCCXX,Ẹdẹgbẹrin ati ogun
721,DCCXXI,Ẹdẹgbẹrin ati okanlelogun
722,DCCXXII,Ẹdẹgbẹrin ati ejilelogun
723,DCCXXIII,Ẹdẹgbẹrin ati etalelogun
724,DCCXXIV,Ẹdẹgbẹrin ati erinlelogun
725,DCCXXV,Ẹdẹgbẹrin ati edogbon
726,DCCXXVI,Ẹdẹgbẹrin ati erindinlogbon
727,DCCXXVII,Ẹdẹgbẹrin ati etadinlogbon
728,DCCXXVIII,Ẹdẹgbẹrin ati ejidinlogbon
729,DCCXXIX,Ẹdẹgbẹrin ati okandinlogbon
730,DCCXXX,Ẹdẹgbẹrin ati ogbon
731,DCCXXXI,Ẹdẹgbẹrin ati okanlelogbon
732,DCCXXXII,Ẹdẹgbẹrin ati ejilelogbon
733,DCCXXXIII,Ẹdẹgbẹrin ati etalelogbon
734,DCCXXXIV,Ẹdẹgbẹrin ati erinlelogbon
735,DCCXXXV,Ẹdẹgbẹrin ati arundinlogoji
736,DCCXXXVI,Ẹdẹgbẹrin ati erindinlogoji
737,DCCXXXVII,Ẹdẹgbẹrin ati etadinlogoji
738,DCCXXXVIII,Ẹdẹgbẹrin ati ejidinlogoji
739,DCCXXXIX,Ẹdẹgbẹrin ati okandinlogoji
740,DCCXL,Ẹdẹgbẹrin ati ogoji
741,DCCXLI,Ẹdẹgbẹrin ati okanlelogoji
742,DCCXLII,Ẹdẹgbẹrin ati ejilelogoji
743,DCCXLIII,Ẹdẹgbẹrin ati etalelogoji
744,DCCXLIV,Ẹdẹgbẹrin ati erinlelogoji
745,DCCXLV,Ẹdẹgbẹrin ati arundinladota
746,DCCXLVI,Ẹdẹgbẹrin ati erindinladota
747,DCCXLVII,Ẹdẹgbẹrin ati etadinladota
748,DCCXLVII,Ẹdẹgbẹrin ati ejidinladota
749,DCCXLIX,Ẹdẹgbẹrin ati okandinladota
750,DCCL,Ẹdẹgbẹrin ati adota
751,DCCLI,Ẹdẹgbẹrin ati okanleladota
752,DCCLII,Ẹdẹgbẹrin ati ejileladota
753,DCCLIII,Ẹdẹgbẹrin ati etaleladota
754,DCCLIV,Ẹdẹgbẹrin ati erinleladota
755,DCCLV,Ẹdẹgbẹrin ati arundinlogota
756,DCCLVI,Ẹdẹgbẹrin ati erindinlogota
757,DCCLVII,Ẹdẹgbẹrin ati etadinlogota
758,DCCLVIII,Ẹdẹgbẹrin ati ejidinlogota
759,DCCLIX,Ẹdẹgbẹrin ati okandinlogota
760,DCCLX,Ẹdẹgbẹrin ati ogota
761,DCCLXI,Ẹdẹgbẹrin ati okanlelogota
762,DCCLXII,Ẹdẹgbẹrin ati ejilelogota
763,DCCLXIII,Ẹdẹgbẹrin ati etalelogota
764,DCCLXIV,Ẹdẹgbẹrin ati erinlelogota
765,DCCLXV,Ẹdẹgbẹrin ati arundiladorin
766,DCCLXVI,Ẹdẹgbẹrin ati erindiladorin
767,DCCLXVII,Ẹdẹgbẹrin ati etadiladorin
768,DCCLXVIII,Ẹdẹgbẹrin ati ejidiladorin
769,DCCLXIX,Ẹdẹgbẹrin ati okandiladorin
770,DCCLXX,Ẹdẹgbẹrin ati adorin
771,DCCLXXI,Ẹdẹgbẹrin ati okanlelad orin
772,DCCLXXII,Ẹdẹgbẹrin ati ejilelad orin
773,DCCLXXIII,Ẹdẹgbẹrin ati etaleladorin
774,DCCLXXIV,Ẹdẹgbẹrin ati erinlelad orin
775,DCCLXXV,Ẹdẹgbẹrin ati arundilogorin
776,DCCLXXVI,Ẹdẹgbẹrin ati erindilogorin
777,DCCLXXVII,Ẹdẹgbẹrin ati etadilogorin
778,DCCLXXVIII,Ẹdẹgbẹrin ati ejidilogorin
779,DCCLXXIX,Ẹdẹgbẹrin ati okandilogorin
780,DCCLXXX,Ẹdẹgbẹrin ati ogorin
781,DCCLXXXI,Ẹdẹgbẹrin ati okanlelogorin
782,DCCLXXXII,Ẹdẹgbẹrin ati ejilelogorin
783,DCCLXXXIII,Ẹdẹgbẹrin ati etalelogorin
784,DCCLXXXIV,Ẹdẹgbẹrin ati erinlelogorin
785,DCCLXXXV,Ẹdẹgbẹrin ati arundiladorun
786,DCCLXXXVI,Ẹdẹgbẹrin ati erindiladorun
787,DCCLXXXVII,Ẹdẹgbẹrin ati etadiladorun
788,DCCLXXXVIII,Ẹdẹgbẹrin ati ejidiladorun
789,DCCLXXXIX,Ẹdẹgbẹrin ati okandiladorun
790,DCCXC,Ẹdẹgbẹrin ati adorun
791,DCCXCI,Ẹdẹgbẹrin ati okanlelad orun
792,DCCXCII,Ẹdẹgbẹrin ati ejilelad orun
793,DCCXCIII,Ẹdẹgbẹrin ati etaleladorun
794,DCCXCIV,Ẹdẹgbẹrin ati erinlelad orun
795,DCCXCV,Ẹdẹgbẹrin ati arundilogorun
796,DCCXCVI,Ẹdẹgbẹrin ati erindilogorun
797,DCCXCVII,Ẹdẹgbẹrin ati etadilogorun
798,DCCXCVIII,Ẹdẹgbẹrin ati ejidilogorun
799,DCCXCIX,Ẹdẹgbẹrin ati okandilogorun
800,DCCC,Ẹgbẹrin
801,DCCCI,Ẹgbẹrin ati okan
802,DCCCII,Ẹgbẹrin ati meji
803,DCCCIII,Ẹgbẹrin ati meta
804,DCCCIV,Ẹgbẹrin ati merin
805,DCCCV,Ẹgbẹrin ati aarun
806,DCCCVI,Ẹgbẹrin ati mefa
807,DCCCVII,Ẹgbẹrin ati meje
808,DCCCVIII,Ẹgbẹrin ati mejo
809,DCCCIX,Ẹgbẹrin ati mesan
810,DCCCX,Ẹgbẹrin ati eewa
811,DCCCXI,Ẹgbẹrin ati okanla
812,DCCCXII,Ẹgbẹrin ati ejila
813,DCCCXIII,Ẹgbẹrin ati etala
814,DCCCXIV,Ẹgbẹrin ati erinla
815,DCCCXV,Ẹgbẹrin ati edogun
816,DCCCXVI,Ẹgbẹrin ati erindinlogun
817,DCCCXVII,Ẹgbẹrin ati etadinlogun
818,DCCCXVIII,Ẹgbẹrin ati ejindinlogun
819,DCCCXIX,Ẹgbẹrin ati okandinlogun
820,DCCCXX,Ẹgbẹrin ati ogun
821,DCCCXXI,Ẹgbẹrin ati okanlelogun
822,DCCCXXII,Ẹgbẹrin ati ejilelogun
823,DCCCXXIII,Ẹgbẹrin ati etalelogun
824,DCCCXXIV,Ẹgbẹrin ati erinlelogun
825,DCCCXXV,Ẹgbẹrin ati edogbon
826,DCCCXXVI,Ẹgbẹrin ati erindinlogbon
827,DCCCXXVII,Ẹgbẹrin ati etadinlogbon
828,DCCCXXVIII,Ẹgbẹrin ati ejidinlogbon
829,DCCCXXIX,Ẹgbẹrin ati okandinlogbon
830,DCCCXXX,Ẹgbẹrin ati ogbon
831,DCCCXXXI,Ẹgbẹrin ati okanlelogbon
832,DCCCXXXII,Ẹgbẹrin ati ejilelogbon
833,DCCCXXXIII,Ẹgbẹrin ati etalelogbon
834,DCCCXXXIV,Ẹgbẹrin ati erinlelogbon
835,DCCCXXXV,Ẹgbẹrin ati arundinlogoji
836,DCCCXXXVI,Ẹgbẹrin ati erindinlogoji
837,DCCCXXXVII,Ẹgbẹrin ati etadinlogoji
838,DCCCXXXVIII,Ẹgbẹrin ati ejidinlogoji
839,DCCCXXXIX,Ẹgbẹrin ati okandinlogoji
840,DCCCXL,Ẹgbẹrin ati ogoji
841,DCCCXLI,Ẹgbẹrin ati okanlelogoji
842,DCCCXLII,Ẹgbẹrin ati ejilelogoji
843,DCCCXLIII,Ẹgbẹrin ati etalelogoji
844,DCCCXLIV,Ẹgbẹrin ati erinlelogoji
845,DCCCXLV,Ẹgbẹrin ati arundinladota
846,DCCCXLVI,Ẹgbẹrin ati erindinladota
847,DCCCXLVII,Ẹgbẹrin ati etadinladota
848,DCCCXLVIII,Ẹgbẹrin ati ejidinladota
849,DCCCXLIX,Ẹgbẹrin ati okandinladota
850,DCCCL,Ẹgbẹrin ati adota
851,DCCCLI,Ẹgbẹrin ati okanleladota
852,DCCCLII,Ẹgbẹrin ati ejileladota
853,DCCCLIII,Ẹgbẹrin ati etaleladota
854,DCCCLIV,Ẹgbẹrin ati erinleladota
855,DCCCLV,Ẹgbẹrin ati arundinlogota
856,DCCCLVI,Ẹgbẹrin ati erindinlogota
857,DCCCLVII,Ẹgbẹrin ati etadinlogota
858,DCCCLVIII,Ẹgbẹrin ati ejidinlogota
859,DCCCLIX,Ẹgbẹrin ati okandinlogota
860,DCCCLX,Ẹgbẹrin ati ogota
861,DCCCLXI,Ẹgbẹrin ati okanlelogota
862,DCCCLXII,Ẹgbẹrin ati ejilelogota
863,DCCCLXIII,Ẹgbẹrin ati etalelogota
864,DCCCLXIV,Ẹgbẹrin ati erinlelogota
865,DCCCLXV,Ẹgbẹrin ati arundiladorin
866,DCCCLXVI,Ẹgbẹrin ati erindiladorin
867,DCCCLXVII,Ẹgbẹrin ati etadiladorin
868,DCCCLXVIII,Ẹgbẹrin ati ejidiladorin
869,DCCCLXIX,Ẹgbẹrin ati okandiladorin
870,DCCCLXX,Ẹgbẹrin ati adorin
871,DCCCLXXI,Ẹgbẹrin ati okanlelad orin
872,DCCCLXXII,Ẹgbẹrin ati ejilelad orin
873,DCCCLXXIII,Ẹgbẹrin ati etaleladorin
874,DCCCLXXIV,Ẹgbẹrin ati erinlelad orin
875,DCCCLXXV,Ẹgbẹrin ati arundilogorin
876,DCCCLXXVI,Ẹgbẹrin ati erindilogorin
877,DCCCLXXVII,Ẹgbẹrin ati etadilogorin
878,DCCCLXXVIII,Ẹgbẹrin ati ejidilogorin
879,DCCCLXXIX,Ẹgbẹrin ati okandilogorin
880,DCCCLXXX,Ẹgbẹrin ati ogorin
881,DCCCLXXXI,Ẹgbẹrin ati okanlelogorin
882,DCCCLXXXII,Ẹgbẹrin ati ejilelogorin
883,DCCCLXXXIII,Ẹgbẹrin ati etalelogorin
884,DCCCLXXXIV,Ẹgbẹrin ati erinlelogorin
885,DCCCLXXXV,Ẹgbẹrin ati arundiladorun
886,DCCCLXXXVI,Ẹgbẹrin ati erindiladorun
887,DCCCLXXXVII,Ẹgbẹrin ati etadiladorun
888,DCCCLXXXVIII,Ẹgbẹrin ati ejidiladorun
889,DCCCLXXXIX,Ẹgbẹrin ati okandiladorun
890,DCCCXC,Ẹgbẹrin ati adorun
891,DCCCXCI,Ẹgbẹrin ati okanlelad orun
892,DCCCXCII,Ẹgbẹrin ati ejilelad orun
893,DCCCXCIII,Ẹgbẹrin ati etaleladorun
894,DCCCXCIV,Ẹgbẹrin ati erinlelad orun
895,DCCCXCV,Ẹgbẹrin ati arundilogorun
896,DCCCXCVI,Ẹgbẹrin ati erindilogorun
897,DCCCXCVII,Ẹgbẹrin ati etadilogorun
898,DCCCXCVIII,Ẹgbẹrin ati ejidilogorun
899,DCCCXCIX,Ẹgbẹrin ati okandilogorun
900,CM,Ẹdẹgbẹrun
901,CMI,Ẹdẹgbẹrun ati okan
902,CMII,Ẹdẹgbẹrun ati meji
903,CMIII,Ẹdẹgbẹrun ati meta
904,CMIV,Ẹdẹgbẹrun ati merin
905,CMV,Ẹdẹgbẹrun ati aarun
906,CMVI,Ẹdẹgbẹrun ati mefa
907,CMVII,Ẹdẹgbẹrun ati meje
908,CMVIII,Ẹdẹgbẹrun ati mejo
909,CMIX,Ẹdẹgbẹrun ati mesan
910,CMX,Ẹdẹgbẹrun ati eewa
911,CMXI,Ẹdẹgbẹrun ati okanla
912,CMXII,Ẹdẹgbẹrun ati ejila
913,CMXIII,Ẹdẹgbẹrun ati etala
914,CMXIV,Ẹdẹgbẹrun ati erinla
915,CMXV,Ẹdẹgbẹrun ati edogun
916,CMXVI,Ẹdẹgbẹrun ati erindinlogun
917,CMXVII,Ẹdẹgbẹrun ati etadinlogun
918,CMXVIII,Ẹdẹgbẹrun ati ejindinlogun
919,CMXIX,Ẹdẹgbẹrun ati okandinlogun
920,CMXX,Ẹdẹgbẹrun ati ogun
921,CMXXI,Ẹdẹgbẹrun ati okanlelogun
922,CMXXII,Ẹdẹgbẹrun ati ejilelogun
923,CMXXIII,Ẹdẹgbẹrun ati etalelogun
924,CMXXIV,Ẹdẹgbẹrun ati erinlelogun
925,CMXXV,Ẹdẹgbẹrun ati edogbon
926,CMXXVI,Ẹdẹgbẹrun ati erindinlogbon
927,CMXXVII,Ẹdẹgbẹrun ati etadinlogbon
928,CMXXVIII,Ẹdẹgbẹrun ati ejidinlogbon
929,CMXXIX,Ẹdẹgbẹrun ati okandinlogbon
930,CMXXX,Ẹdẹgbẹrun ati ogbon
931,CMXXXI,Ẹdẹgbẹrun ati okanlelogbon
932,CMXXXII,Ẹdẹgbẹrun ati ejilelogbon
933,CMXXXIII,Ẹdẹgbẹrun ati etalelogbon
934,CMXXXIV,Ẹdẹgbẹrun ati erinlelogbon
935,CMXXXV,Ẹdẹgbẹrun ati arundinlogoji
936,CMXXXVI,Ẹdẹgbẹrun ati erindinlogoji
937,CMXXXVII,Ẹdẹgbẹrun ati etadinlogoji
938,CMXXXVIII,Ẹdẹgbẹrun ati ejidinlogoji
939,CMXXXIX,Ẹdẹgbẹrun ati okandinlogoji
940,CMXL,Ẹdẹgbẹrun ati ogoji
941,CMXLI,Ẹdẹgbẹrun ati okanlelogoji
942,CMXLII,Ẹdẹgbẹrun ati ejilelogoji
943,CMXLIII,Ẹdẹgbẹrun ati etalelogoji
944,CMXLIV,Ẹdẹgbẹrun ati erinlelogoji
945,CMXLV,Ẹdẹgbẹrun ati arundinladota
946,CMXLVI,Ẹdẹgbẹrun ati erindinladota
947,CMXLVII,Ẹdẹgbẹrun ati etadinladota
948,CMXLVIII,Ẹdẹgbẹrun ati ejidinladota
949,CMXLIX,Ẹdẹgbẹrun ati okandinladota
950,CML,Ẹdẹgbẹrun ati adota
951,CMLI,Ẹdẹgbẹrun ati okanleladota
952,CMLII,Ẹdẹgbẹrun ati ejileladota
953,CMLIII,Ẹdẹgbẹrun ati etaleladota
954,CMLIV,Ẹdẹgbẹrun ati erinleladota
955,CMLV,Ẹdẹgbẹrun ati arundinlogota
956,CMLVI,Ẹdẹgbẹrun ati erindinlogota
957,CMLVII,Ẹdẹgbẹrun ati etadinlogota
958,CMLVIII,Ẹdẹgbẹrun ati ejidinlogota
959,CMLIX,Ẹdẹgbẹrun ati okandinlogota
960,CMLX,Ẹdẹgbẹrun ati ogota
961,CMLXI,Ẹdẹgbẹrun ati okanlelogota
962,CMLXII,Ẹdẹgbẹrun ati ejilelogota
963,CMLXIII,Ẹdẹgbẹrun ati etalelogota
964,CMLXIV,Ẹdẹgbẹrun ati erinlelogota
965,CMLXV,Ẹdẹgbẹrun ati arundiladorin
966,CMLXVI,Ẹdẹgbẹrun ati erindiladorin
967,CMLXVII,Ẹdẹgbẹrun ati etadiladorin
968,CMLXVIII,Ẹdẹgbẹrun ati ejidiladorin
969,CMLXIX,Ẹdẹgbẹrun ati okandiladorin
970,CMLXX,Ẹdẹgbẹrun ati adorin
971,CMLXXI,Ẹdẹgbẹrun ati okanlelad orin
972,CMLXXII,Ẹdẹgbẹrun ati ejilelad orin
973,CMLXXIII,Ẹdẹgbẹrun ati etaleladorin
974,CMLXXIV,Ẹdẹgbẹrun ati erinlelad orin
975,CMLXXV,Ẹdẹgbẹrun ati arundilogorin
976,CMLXXVI,Ẹdẹgbẹrun ati erindilogorin
977,CMLXXVII,Ẹdẹgbẹrun ati etadilogorin
978,CMLXXVIII,Ẹdẹgbẹrun ati ejidilogorin
979,CMLXXIX,Ẹdẹgbẹrun ati okandilogorin
980,CMLXXX,Ẹdẹgbẹrun ati ogorin
981,CMLXXXI,Ẹdẹgbẹrun ati okanlelogorin
982,CMLXXXII,Ẹdẹgbẹrun ati ejilelogorin
983,CMLXXXIII,Ẹdẹgbẹrun ati etalelogorin
984,CMLXXXIV,Ẹdẹgbẹrun ati erinlelogorin
985,CMLXXXV,Ẹdẹgbẹrun ati arundiladorun
986,CMLXXXVI,Ẹdẹgbẹrun ati erindiladorun
987,CMLXXXVII,Ẹdẹgbẹrun ati etadiladorun
988,CMLXXXVIII,Ẹdẹgbẹrun ati ejidiladorun
989,CMLXXXIX,Ẹdẹgbẹrun ati okandiladorun
990,CMXC,Ẹdẹgbẹrun ati adorun
991,CMXCI,Ẹdẹgbẹrun ati okanlelad orun
992,CMXCII,Ẹdẹgbẹrun ati ejilelad orun
993,CMXCIII,Ẹdẹgbẹrun ati etaleladorun
994,CMXCIV,Ẹdẹgbẹrun ati erinlelad orun
995,CMXCV,Ẹdẹgbẹrun ati arundilogorun
996,CMXCVI,Ẹdẹgbẹrun ati erindilogorun
997,CMXCVII,Ẹdẹgbẹrun ati etadilogorun
998,CMXCVIII,Ẹdẹgbẹrun ati ejidilogorun
999,CMXCIX,Ẹdẹgbẹrun ati okandilogorun
1000,M,Ẹgbẹrun
1001,MI,Ẹgbẹrun ati okan
1002,MII,Ẹgbẹrun ati meji
1003,MIII,Ẹgbẹrun ati meta
1004,MIV,Ẹgbẹrun ati merin
1005,MV,Ẹgbẹrun ati aarun
1006,MVI,Ẹgbẹrun ati mefa
1007,MVII,Ẹgbẹrun ati meje
1008,MVIII,Ẹgbẹrun ati mejo
1009,MIX,Ẹgbẹrun ati mesan
1010,MX,Ẹgbẹrun ati eewa
1011,MXI,Ẹgbẹrun ati okanla
1012,MXII,Ẹgbẹrun ati ejila
1013,MXIII,Ẹgbẹrun ati etala
1014,MXIV,Ẹgbẹrun ati erinla
1015,MXV,Ẹgbẹrun ati edogun
1016,MXVI,Ẹgbẹrun ati erindinlogun
1017,MXVII,Ẹgbẹrun ati etadinlogun
1018,MXVIII,Ẹgběrun ati ejindinlogun
1019,MXIX,Ẹgběrun ati okandinlogun
1020,MXX,Ẹgběrun ati ogun
1021,MXXI,Ẹgběrun ati okanlelogun
1022,MXXII,Ẹgběrun ati ejilelogun
1023,MXXIII,Ẹgběrun ati etalelogun
1024,MXXIV,Ẹgběrun ati erinlelogun
1025,MXXV,Ẹgběrun ati edogbon
1026,MXXVI,Ẹgběrun ati erindinlogbon
1027,MXXVII,Ẹgběrun ati etadinlogbon
1028,MXXVIII,Ẹgběrun ati ejidinlogbon
1029,MXXIX,Ẹgběrun ati okandinlogbon
1030,MXXX,Ẹgběrun ati ogbon
1031,MXXXI,Ẹgběrun ati okanlelogbon
1032,MXXXII,Ẹgběrun ati ejilelogbon
1033,MXXXIII,Ẹgběrun ati etalelogbon
1034,MXXXIV,Ẹgběrun ati erinlelogbon
1035,MXXXV,Ẹgběrun ati arundinlogoji
1036,MXXXVI,Ẹgběrun ati erindinlogoji
1037,MXXXVII,Ẹgběrun ati etadinlogoji
1038,MXXXVIII,Ẹgběrun ati ejidinlogoji
1039,MXXXIX,Ẹgběrun ati okandinlogoji
1040,MXL,Ẹgběrun ati ogoji
1041,MXLI,Ẹgběrun ati okanlelogoji
1042,MXLII,Ẹgběrun ati ejilelogoji
1043,MXLIII,Ẹgběrun ati etalelogoji
1044,MXLIV,Ẹgběrun ati erinlelogoji
1045,MXLV,Ẹgběrun ati arundinladota
1046,MXLVI,Ẹgběrun ati erindinladota
1047,MXLVII,Ẹgběrun ati etadinladota
1048,MXLVIII,Ẹgběrun ati ejidinladota
1049,MXLIX,Ẹgběrun ati okandinladota
1050,ML,Ẹgběrun ati adota
1051,MLI,Ẹgběrun ati okanleladota
1052,MLII,Ẹgběrun ati ejileladota
1053,MLIII,Ẹgběrun ati etaleladota
1054,MLIV,Ẹgběrun ati erinleladota
1055,MLV,Ẹgběrun ati arundinlogota
1056,MLVI,Ẹgběrun ati erindinlogota
1057,MLVII,Ẹgběrun ati etadinlogota
1058,MLVIII,Ẹgběrun ati ejidinlogota
1059,MLIX,Ẹgběrun ati okandinlogota
1060,MLX,Ẹgběrun ati ogota
1061,MLXI,Ẹgběrun ati okanlelogota
1062,MLXII,Ẹgběrun ati ejilelogota
1063,MLXIII,Ẹgběrun ati etalelogota
1064,MLXIV,Ẹgběrun ati erinlelogota
1065,MLXV,Ẹgběrun ati arundiladorin
1066,MLXVI,Ẹgběrun ati erindiladorin
1067,MLXVII,Ẹgběrun ati etadiladorin
1068,MLXVIII,Ẹgběrun ati ejidiladorin
1069,MLXIX,Ẹgběrun ati okandiladorin
1070,MLXX,Ẹgběrun ati adorin
1071,MLXXI,Ẹgběrun ati okanlelad orin
1072,MLXXII,Ẹgběrun ati ejilelad orin
1073,MLXXIII,Ẹgběrun ati etaleladorin
1074,MLXXIV,Ẹgběrun ati erinlelad orin
1075,MLXXV,Ẹgběrun ati arundilogorin
1076,MLXXVI,Ẹgběrun ati erindilogorin
1077,MLXXVII,Ẹgběrun ati etadilogorin
1078,MLXXVIII,Ẹgběrun ati ejidilogorin
1079,MLXXIX,Ẹgběrun ati okandilogorin
1080,MLXXX,Ẹgběrun ati ogorin
1081,MLXXXI,Ẹgběrun ati okanlelogorin
1082,MLXXXII,Ẹgběrun ati ejilelogorin
1083,MLXXXIII,Ẹgběrun ati etalelogorin
1084,MLXXXIV,Ẹgběrun ati erinlelogorin
1085,MLXXXV,Ẹgběrun ati arundiladorun
1086,MLXXXVI,Ẹgběrun ati erindiladorun
1087,MLXXXVII,Ẹgběrun ati etadiladorun
1088,MLXXXVIII,Ẹgběrun ati ejidiladorun
1089,MLXXXIX,Ẹgběrun ati okandiladorun
1090,MLXC,Ẹgběrun ati adorun
1091,MLXCI,Ẹgběrun ati okanlelad orun
1092,MLXCII,Ẹgběrun ati ejilelad orun
1093,MLXCIII,Ẹgběrun ati etaleladorun
1094,MLXCIV,Ẹgběrun ati erinlelad orun
1095,MLXCV,Ẹgběrun ati arundilogorun
1096,MLXCVI,Ẹgběrun ati erindilogorun
1097,MLXCVII,Ẹgběrun ati etadilogorun
1098,MLXCVIII,Ẹgběrun ati ejidilogorun
1099,MLXCIX,Ẹgběrun ati okandilogorun
1100,MC,Ẹgběrunlelọgọrun
1101,MCI,Ẹgběrunlelọgọrun ati okan
1102,MCII,Ẹgběrunlelọgọrun ati meji
1103,MCIII,Ẹgběrunlelọgọrun ati meta
1104,MCIV,Ẹgběrunlelọgọrun ati merin
1105,MCV,Ẹgběrunlelọgọrun ati aarun
1106,MCVI,Ẹgběrunlelọgọrun ati mefa
1107,MCVII,Ẹgběrunlelọgọrun ati meje
1108,MCVIII,Ẹgběrunlelọgọrun ati mejo
1109,MCIX,Ẹgběrunlelọgọrun ati mesan
1110,MCX,Ẹgběrunlelọgọrun ati eewa
1111,MCXI,Ẹgběrunlelọgọrun ati okanla
1112,MCXII,Ẹgběrunlelọgọrun ati ejila
1113,MCXIII,Ẹgběrunlelọgọrun ati etala
